Id,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,EnclosedPorch,ExterCond,ExterQual,Fence,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSF,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SalesPrice
241,11.72459848,0,0,0.730463147,1.194317638,1.820334104,1.540962756,9.243906751,0,0,2.259673787,0,0,1.820334104,9.43946314,0.730463147,0,1.194317638,1.540962756,1.820334104,1.540962756,0,0.730463147,2.259673787,0,0,1.540962756,0.730463147,1.540962756,0,11.72459848,0,1.194317638,0.730463147,1.194317638,0,16.36101872,4.969939052,1.540962756,0,2.259673787,0,0,2.885846472,5.053371049,2.602594469,2.055641538,1.194317638,0,1.540962756,0,0.730463147,1.820334104,11.09371324,5.622899232,14.09585824,14.17814922,0.730463147,13.4050473,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.61277985
242,11.79696985,10.52031456,0,0.730463147,1.540962756,1.820334104,1.540962756,0,0,2.259673787,2.259673787,0,0,1.820334104,10.46849991,0,6.148460831,1.820334104,1.540962756,1.820334104,1.540962756,0,0.730463147,2.259673787,9.405519222,0.730463147,2.055641538,1.540962756,0.730463147,14.08784748,13.18094884,0,1.194317638,0.730463147,1.540962756,0,17.25366897,5.77377322,1.540962756,0,2.750250297,0,0,2.259673787,0,1.540962756,2.055641538,1.194317638,0,1.540962756,0,0.730463147,2.259673787,10.46849991,0,14.02312218,14.10385151,0,14.15144877,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.27721579
243,10.85191218,10.70162073,0,0.730463147,1.540962756,1.820334104,1.540962756,0,0,2.259673787,2.259673787,0,0,1.194317638,10.85191218,0.730463147,0,1.820334104,1.540962756,1.820334104,2.055641538,0.730463147,0.730463147,2.259673787,8.930417558,0.730463147,2.055641538,1.194317638,2.055641538,14.15144877,12.68666923,0.730463147,1.820334104,0.730463147,1.540962756,0,20.16815676,6.098626105,1.540962756,0,1.194317638,0,0,2.259673787,4.380946033,2.055641538,2.259673787,1.194317638,0,1.540962756,0,0.730463147,2.259673787,10.85191218,0,14.15144877,14.15144877,1.540962756,13.92885888,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.69525536
244,12.69856557,11.79385652,0,0.730463147,1.540962756,1.820334104,1.540962756,11.1284208,0,1.194317638,2.259673787,0.730463147,0,1.194317638,8.631303105,0.730463147,0,1.820334104,1.194317638,1.820334104,0.730463147,1.194317638,1.194317638,2.259673787,10.07838292,1.194317638,2.055641538,1.194317638,2.055641538,14.17345144,14.35087785,0.730463147,0,0.730463147,1.194317638,0,19.4055539,5.88741871,0,0,2.885846472,0,0,2.440268378,7.184917182,1.820334104,2.440268378,1.194317638,0,1.540962756,0,0.730463147,2.602594469,11.97559815,0,14.17345144,14.18596554,1.820334104,15.5534156,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.23077014
245,13.97712215,0,0,0.730463147,1.540962756,1.820334104,0,11.91913007,0,1.194317638,2.259673787,0,0.730463147,1.194317638,11.87992632,0.730463147,0,1.820334104,1.540962756,1.820334104,2.055641538,0.730463147,1.194317638,2.259673787,10.75830366,1.194317638,2.055641538,0,2.055641538,14.16403785,13.97712215,0,1.194317638,0.730463147,1.540962756,0,20.03079708,6.221213633,1.540962756,0,2.055641538,6.694190605,0,2.602594469,4.926918045,1.820334104,2.440268378,1.194317638,0,1.540962756,0,0.730463147,2.259673787,13.93220801,8.070314194,14.16403785,14.16403785,0,16.21328743,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.39462889
246,11.85556549,12.18121742,0,0,1.820334104,1.820334104,1.540962756,0,0,2.259673787,2.259673787,0,0,0.730463147,12.18121742,0,6.881187324,0.730463147,1.540962756,1.820334104,1.540962756,0,1.194317638,2.259673787,9.951171657,0.730463147,1.820334104,1.540962756,1.820334104,14.03941125,14.06854987,0,1.194317638,1.194317638,0.730463147,0,19.51950731,5.94212436,1.540962756,0,1.820334104,0,0,2.259673787,5.684506657,2.440268378,2.259673787,1.194317638,0,1.540962756,0,0.730463147,2.750250297,12.18121742,0,14.03941125,14.10385151,0,15.43168888,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.8277435
247,13.04400874,0,0,0.730463147,1.194317638,1.820334104,1.540962756,0,0,2.259673787,2.259673787,0,0,1.820334104,13.02677657,0.730463147,0,1.820334104,1.540962756,1.820334104,2.055641538,0.730463147,0.730463147,2.259673787,10.01269809,1.194317638,2.055641538,1.540962756,2.055641538,14.11023361,13.04400874,0,0,0.730463147,1.540962756,0,20.3688013,6.098626105,1.540962756,0,2.055641538,0,0,2.602594469,4.492017743,1.820334104,2.259673787,1.194317638,0,1.540962756,0,0.730463147,2.055641538,13.02677657,0,14.11023361,14.11023361,0,15.19295354,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.84940484
248,11.64079529,11.60137193,0,0.730463147,1.540962756,1.820334104,1.540962756,0,0,2.259673787,2.259673787,0,0,1.194317638,11.64079529,0.730463147,0,1.820334104,1.194317638,1.820334104,1.540962756,0,1.194317638,2.259673787,10.27220196,1.194317638,2.055641538,1.194317638,2.055641538,14.18752681,13.62310648,0.730463147,0,0.730463147,1.194317638,0,20.37131034,6.021742352,1.540962756,0,2.885846472,6.674652276,0,3.011340243,5.914940019,1.820334104,2.440268378,1.194317638,0,1.540962756,0,0.730463147,2.602594469,11.64079529,7.397497958,14.18752681,14.18752681,0.730463147,14.90252353,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.10071769
249,13.18920321,11.14753825,0,0.730463147,1.820334104,1.820334104,0.730463147,11.13608174,0,2.055641538,2.259673787,0,0.730463147,1.194317638,11.32179316,0.730463147,0,1.820334104,1.194317638,1.820334104,2.055641538,1.194317638,1.194317638,2.259673787,9.647632875,1.194317638,2.055641538,0,2.055641538,14.11660461,14.40131033,0,1.194317638,0.730463147,1.194317638,1.194317638,33.52339933,6.233115668,0.730463147,0,2.750250297,10.12670547,10.27220196,2.602594469,6.615044151,2.259673787,2.259673787,1.194317638,0,1.540962756,0,0.730463147,2.440268378,13.18920321,0,14.11660461,14.19220667,0.730463147,16.09241634,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.5317764
250,12.89248792,0,0,0.730463147,1.540962756,1.820334104,1.540962756,0,0,2.259673787,2.259673787,0,0,1.820334104,11.25250253,0.730463147,0,1.540962756,1.540962756,0.730463147,1.540962756,0,0.730463147,1.820334104,0,0,1.540962756,0.730463147,1.540962756,0,12.89248792,0,0,0.730463147,0.730463147,0,17.49762024,5.527073738,0,0,2.259673787,0,10.00715769,2.440268378,0,0.730463147,1.540962756,1.194317638,0,1.540962756,0,0.730463147,2.259673787,11.25250253,8.720169513,14.08784748,14.12931352,1.820334104,14.23560091,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.24505909
251,13.54382236,0,0,0.730463147,1.194317638,1.820334104,0.730463147,13.44552736,0,1.194317638,2.259673787,0.730463147,0.730463147,1.194317638,0,0.730463147,0,1.820334104,1.194317638,1.820334104,1.194317638,0.730463147,1.194317638,2.259673787,10.45898301,1.194317638,2.055641538,0,2.055641538,14.19220667,13.54382236,0,0,0.730463147,1.194317638,0.730463147,17.07036972,5.133567293,0,0,0,10.17425271,0,1.540962756,0,1.820334104,2.602594469,1.194317638,0,1.540962756,7.525112645,0.730463147,2.055641538,13.44552736,7.071285304,14.19220667,14.19376529,0.730463147,15.70307027,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12.36734505
252,11.50064881,11.6473193,0,0.730463147,1.540962756,1.820334104,1.540962756,0,0,2.259673787,2.259673787,0,0,1.194317638,11.50064881,0.730463147,0,1.820334104,1.194317638,1.820334104,1.540962756,0,1.194317638,2.259673787,10.37195263,1.194317638,2.055641538,1.194317638,2.055641538,14.18908743,13.57167988,0.730463147,0,0.730463147,1.194317638,0,19.1734343,5.831327893,0,0,2.885846472,0,0,1.540962756,5.172534929,1.820334104,2.259673787,1.194317638,0,1.540962756,0,0.730463147,2.259673787,11.50064881,7.308627591,14.18908743,14.18908743,1.194317638,14.81116879,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.06105265
253,12.88349726,0,0,0.730463147,1.540962756,1.820334104,0.730463147,8.780688592,10.65282578,1.540962756,0,0,0.730463147,1.194317638,10.01822808,0.730463147,0,1.820334104,1.540962756,1.194317638,1.540962756,0,1.194317638,1.194317638,9.09539401,0.730463147,2.055641538,1.194317638,2.055641538,14.12614042,12.88349726,0,0,0.730463147,1.194317638,0,19.60801418,6.337529395,1.540962756,0,3.237728198,6.808145364,0,0.730463147,0,2.259673787,2.259673787,1.194317638,0,1.540962756,0,0.730463147,2.440268378,12.88349726,9.272687146,14.12614042,14.16874766,0.730463147,15.0243496,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.97035664
254,12.91039928,0,0,0.730463147,1.540962756,1.820334104,1.540962756,11.89807867,0,2.055641538,2.259673787,0.730463147,0,1.820334104,9.666395817,0.730463147,0,1.194317638,1.540962756,1.820334104,1.540962756,0,0.730463147,2.259673787,8.978566621,0.730463147,2.055641538,1.194317638,2.055641538,14.1150129,12.91039928,0,1.820334104,0.730463147,1.540962756,0,19.18915768,5.968980585,1.540962756,0,2.055641538,0,0,2.602594469,0,2.055641538,2.055641538,1.194317638,0,1.540962756,0,0.730463147,2.055641538,12.91039928,8.604063356,14.1150129,14.1150129,1.820334104,15.05420896,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.88449592
255,12.13942021,12.84729839,0,0.730463147,1.820334104,1.820334104,1.540962756,0,0,2.259673787,2.259673787,0,0,1.194317638,12.05421136,0.730463147,0,1.820334104,1.194317638,1.820334104,2.055641538,0.730463147,1.194317638,2.259673787,9.888326632,1.194317638,2.055641538,0,2.055641538,14.18127774,14.61182957,0.730463147,0,0.730463147,1.194317638,0,19.34259368,5.859551209,0,0,2.885846472,9.041486785,0,1.820334104,0,1.820334104,2.440268378,1.194317638,0,1.540962756,0,0.730463147,2.602594469,12.05421136,8.013883697,14.18127774,14.18127774,0,15.77376006,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.34583894
256,11.71822847,11.71822847,0,0.730463147,1.540962756,1.820334104,1.540962756,10.28737794,0,2.055641538,2.259673787,0,0,1.194317638,9.466329348,0.730463147,0,1.820334104,1.194317638,1.820334104,1.540962756,0,1.194317638,2.259673787,11.04289147,1.194317638,2.055641538,1.194317638,2.055641538,14.18752681,13.73088256,0.730463147,0,0.730463147,1.194317638,0,19.36619393,5.802738724,0,0,2.885846472,0,0,2.440268378,5.559490358,1.820334104,2.259673787,1.194317638,0,1.540962756,0,0.730463147,2.440268378,11.71822847,8.274265741,14.18752681,14.18752681,1.194317638,15.00933214,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.24289144
257,13.50445256,0,0,0.730463147,1.540962756,1.820334104,1.540962756,12.95477578,0,1.194317638,2.259673787,0.730463147,0,1.194317638,8.780688592,0.730463147,0,1.820334104,1.194317638,1.820334104,1.194317638,0.730463147,1.194317638,2.259673787,10.99122955,1.194317638,2.055641538,1.194317638,2.055641538,14.19220667,13.50445256,0.730463147,0,0.730463147,1.194317638,0,19.37639795,5.914940019,1.540962756,0,2.055641538,7.873203455,0,2.055641538,6.844946025,1.820334104,2.440268378,1.194317638,0,1.540962756,0,0.730463147,2.602594469,13.50445256,7.071285304,14.19220667,14.19220667,1.540962756,15.71354546,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.30138737
258,12.01950335,11.60467567,8.558042564,0.730463147,1.540962756,1.820334104,1.540962756,9.466329348,0,1.194317638,2.259673787,0,0,1.194317638,10.74965101,0.730463147,0,1.820334104,1.194317638,1.820334104,2.055641538,0.730463147,1.194317638,2.259673787,10.58043042,1.194317638,2.055641538,1.194317638,2.055641538,14.1844036,13.84239469,0.730463147,0,0.730463147,1.194317638,0,20.75607345,6.221213633,1.540962756,0,2.885846472,7.774944791,0,2.440268378,6.574446615,1.820334104,2.440268378,1.194317638,0,1.540962756,0,0.730463147,2.440268378,12.01950335,0,14.1844036,14.1844036,1.194317638,15.20846234,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.35233947
